transaction_id,order_id,merchant_id,terminal_id,channel,payment_mode,card_network,issuer_bank,amount,currency,txn_initiated_at,auth_status,ledger_status,settlement_status,current_status,failure_stage,failure_reason_code,failure_reason_desc,retry_count,trace_id
TXN2026M0005742,ORDM0005742,MRC61885,TID81942,POS,WALLET,MASTERCARD,ICICI,4764.58,INR,2026-02-02T14:12:50,SUCCESS,SUCCESS,FAILED,FAILED,SETTLEMENT,SETTLEMENT_NOT_TRIGGERED,Settlement engine did not pick transaction,1,TRACE906921
TXN2026M0005743,ORDM0005743,MRC44448,TID33274,POS,WALLET,,SBI,15954.74,INR,2026-02-01T19:07:13,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE437302
TXN2026M0005744,ORDM0005744,MRC16568,TID90669,POS,WALLET,VISA,AXIS,3842.46,INR,2026-02-02T20:12:22,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE586291
TXN2026M0005745,ORDM0005745,MRC82714,TID74546,ONLINE,WALLET,VISA,SBI,151.89,INR,2026-02-01T13:59:43,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE407477
TXN2026M0005746,ORDM0005746,MRC29237,TID79597,POS,UPI,VISA,SBI,19103.71,INR,2026-02-04T17:59:09,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE844785
TXN2026M0005747,ORDM0005747,MRC58612,TID98888,POS,WALLET,RUPAY,ICICI,689.47,INR,2026-02-01T21:29:48,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE770903
TXN2026M0005748,ORDM0005748,MRC49986,TID53420,POS,CARD,VISA,ICICI,11999.73,INR,2026-02-02T13:35:18,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE522018
TXN2026M0005749,ORDM0005749,MRC35794,TID26510,POS,UPI,VISA,SBI,19016.03,INR,2026-02-01T10:28:10,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE163527
TXN2026M0005750,ORDM0005750,MRC62669,TID61827,POS,WALLET,VISA,HDFC,17829.76,INR,2026-02-01T17:50:33,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE948368
TXN2026M0005751,ORDM0005751,MRC18722,TID13718,ONLINE,WALLET,VISA,SBI,17495.82,INR,2026-02-04T08:32:09,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE106372
TXN2026M0005752,ORDM0005752,MRC20753,TID32683,POS,CARD,RUPAY,HDFC,17604.72,INR,2026-02-02T10:27:01,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE822012
TXN2026M0005753,ORDM0005753,MRC53491,TID80684,POS,CARD,MASTERCARD,AXIS,6662.7,INR,2026-02-04T15:39:30,SUCCESS,SUCCESS,FAILED,FAILED,SETTLEMENT,SETTLEMENT_NOT_TRIGGERED,Settlement engine did not pick transaction,2,TRACE366953
TXN2026M0005754,ORDM0005754,MRC97463,TID58425,ONLINE,UPI,RUPAY,AXIS,6606.81,INR,2026-02-02T11:10:57,SUCCESS,SUCCESS,SUCCESS,FAILED,POST_AUTH,WEBHOOK_MISSED,Merchant webhook acknowledgement missing,2,TRACE311861
TXN2026M0005755,ORDM0005755,MRC65549,TID83670,ONLINE,UPI,MASTERCARD,HDFC,11191.12,INR,2026-02-02T09:22:33,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE215394
TXN2026M0005756,ORDM0005756,MRC58894,TID88712,POS,CARD,RUPAY,AXIS,537.55,INR,2026-02-02T19:39:09,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE159768
TXN2026M0005757,ORDM0005757,MRC24041,TID93141,ONLINE,UPI,VISA,HDFC,7200.9,INR,2026-02-02T09:50:37,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE439236
TXN2026M0005758,ORDM0005758,MRC45871,TID67151,ONLINE,WALLET,VISA,KOTAK,12532.0,INR,2026-02-02T15:07:45,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE956096
TXN2026M0005759,ORDM0005759,MRC81946,TID54666,POS,CARD,VISA,AXIS,3744.28,INR,2026-02-02T04:53:12,SUCCESS,SUCCESS,SUCCESS,FAILED,POST_AUTH,WEBHOOK_MISSED,Merchant webhook acknowledgement missing,2,TRACE654993
TXN2026M0005760,ORDM0005760,MRC26486,TID53642,ONLINE,UPI,VISA,ICICI,3484.36,INR,2026-02-03T16:48:41,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE665428
TXN2026M0005761,ORDM0005761,MRC53557,TID33347,ONLINE,WALLET,RUPAY,SBI,4391.17,INR,2026-02-04T13:54:23,FAILED,SUCCESS,SUCCESS,FAILED,AUTH,ISSUER_TIMEOUT,Issuer did not respond within SLA,1,TRACE394011
TXN2026M0005762,ORDM0005762,MRC50379,TID98842,ONLINE,CARD,VISA,AXIS,7449.42,INR,2026-02-02T19:11:34,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE764119
TXN2026M0005763,ORDM0005763,MRC85733,TID76399,POS,UPI,VISA,SBI,11207.74,INR,2026-02-02T00:12:35,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE268094
TXN2026M0005764,ORDM0005764,MRC77849,TID57910,POS,CARD,RUPAY,KOTAK,10943.72,INR,2026-02-04T11:54:52,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE499134
TXN2026M0005765,ORDM0005765,MRC60178,TID59253,POS,UPI,RUPAY,SBI,2889.12,INR,2026-02-02T22:03:06,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE685019
TXN2026M0005766,ORDM0005766,MRC39841,TID58858,ONLINE,UPI,MASTERCARD,AXIS,16421.32,INR,2026-02-02T18:55:54,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE996301
TXN2026M0005767,ORDM0005767,MRC84209,TID48260,ONLINE,UPI,,AXIS,443.93,INR,2026-02-03T07:37:20,SUCCESS,FAILED,SUCCESS,FAILED,LEDGER,LEDGER_CREDIT_MISSING,Credit entry missing after debit,1,TRACE941845
TXN2026M0005768,ORDM0005768,MRC35624,TID67790,ONLINE,CARD,RUPAY,HDFC,18419.33,INR,2026-02-04T19:14:31,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE851577
TXN2026M0005769,ORDM0005769,MRC57961,TID29551,ONLINE,UPI,RUPAY,KOTAK,14994.8,INR,2026-02-01T13:06:47,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE949358
TXN2026M0005770,ORDM0005770,MRC49745,TID46197,POS,CARD,,KOTAK,14867.04,INR,2026-02-04T02:54:06,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE823148
TXN2026M0005771,ORDM0005771,MRC23849,TID26252,ONLINE,WALLET,MASTERCARD,KOTAK,4767.54,INR,2026-02-03T18:18:16,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE755865
TXN2026M0005772,ORDM0005772,MRC27036,TID27954,POS,UPI,,HDFC,5347.08,INR,2026-02-04T17:55:13,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE419169
TXN2026M0005773,ORDM0005773,MRC11100,TID10622,ONLINE,UPI,,ICICI,3517.64,INR,2026-02-02T16:34:11,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE600161
TXN2026M0005774,ORDM0005774,MRC21503,TID50298,POS,UPI,VISA,SBI,10065.71,INR,2026-02-03T16:32:29,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE825558
TXN2026M0005775,ORDM0005775,MRC77163,TID60260,POS,UPI,RUPAY,KOTAK,18616.84,INR,2026-02-04T08:54:37,FAILED,SUCCESS,SUCCESS,FAILED,AUTH,ISSUER_TIMEOUT,Issuer did not respond within SLA,2,TRACE645038
TXN2026M0005776,ORDM0005776,MRC44995,TID76652,POS,CARD,MASTERCARD,AXIS,9407.31,INR,2026-02-04T12:07:56,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE146160
TXN2026M0005777,ORDM0005777,MRC44794,TID72868,ONLINE,UPI,MASTERCARD,KOTAK,7091.18,INR,2026-02-01T21:22:36,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE291750
TXN2026M0005778,ORDM0005778,MRC80953,TID42325,ONLINE,WALLET,,KOTAK,11648.84,INR,2026-02-03T15:51:38,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE800311
TXN2026M0005779,ORDM0005779,MRC59148,TID76572,ONLINE,UPI,RUPAY,KOTAK,955.92,INR,2026-02-03T13:35:27,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE346986
TXN2026M0005780,ORDM0005780,MRC38775,TID56602,POS,UPI,RUPAY,AXIS,2647.11,INR,2026-02-01T21:12:45,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE657963
TXN2026M0005781,ORDM0005781,MRC46412,TID51223,POS,WALLET,MASTERCARD,KOTAK,11981.02,INR,2026-02-03T07:25:47,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE799113
TXN2026M0005782,ORDM0005782,MRC44959,TID89071,ONLINE,UPI,VISA,HDFC,12193.23,INR,2026-02-03T23:30:56,FAILED,SUCCESS,SUCCESS,FAILED,AUTH,ISSUER_TIMEOUT,Issuer did not respond within SLA,2,TRACE891960
TXN2026M0005783,ORDM0005783,MRC69898,TID36920,ONLINE,UPI,RUPAY,HDFC,12477.98,INR,2026-02-02T10:02:06,SUCCESS,FAILED,SUCCESS,FAILED,LEDGER,LEDGER_CREDIT_MISSING,Credit entry missing after debit,2,TRACE248151
TXN2026M0005784,ORDM0005784,MRC17208,TID69051,ONLINE,WALLET,,AXIS,9546.85,INR,2026-02-04T03:54:15,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE418236
TXN2026M0005785,ORDM0005785,MRC61630,TID94190,POS,WALLET,,HDFC,821.33,INR,2026-02-02T01:08:54,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE487970
TXN2026M0005786,ORDM0005786,MRC44125,TID94539,POS,WALLET,,HDFC,15698.62,INR,2026-02-04T08:06:51,SUCCESS,SUCCESS,FAILED,FAILED,BANK_FILE,BANK_FILE_REJECTED,Issuer bank rejected settlement file,2,TRACE508576
TXN2026M0005787,ORDM0005787,MRC45313,TID40433,ONLINE,UPI,RUPAY,SBI,15928.89,INR,2026-02-03T06:14:12,SUCCESS,SUCCESS,FAILED,FAILED,BANK_FILE,BANK_FILE_REJECTED,Issuer bank rejected settlement file,1,TRACE247048
TXN2026M0005788,ORDM0005788,MRC40570,TID74634,POS,UPI,,SBI,19802.81,INR,2026-02-02T06:05:36,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE802609
TXN2026M0005789,ORDM0005789,MRC48049,TID56341,ONLINE,CARD,RUPAY,SBI,15946.82,INR,2026-02-02T04:39:17,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE665880
TXN2026M0005790,ORDM0005790,MRC45414,TID15170,POS,WALLET,RUPAY,ICICI,17231.0,INR,2026-02-04T09:29:25,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE371664
TXN2026M0005791,ORDM0005791,MRC15821,TID17531,POS,WALLET,RUPAY,HDFC,2143.25,INR,2026-02-02T08:04:47,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE586766
TXN2026M0005792,ORDM0005792,MRC10137,TID49480,POS,UPI,RUPAY,ICICI,8355.45,INR,2026-02-02T14:44:09,SUCCESS,FAILED,SUCCESS,FAILED,LEDGER,LEDGER_CREDIT_MISSING,Credit entry missing after debit,0,TRACE741612
TXN2026M0005793,ORDM0005793,MRC28685,TID11011,POS,CARD,MASTERCARD,SBI,7695.13,INR,2026-02-04T03:56:36,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE159641
TXN2026M0005794,ORDM0005794,MRC40571,TID71920,POS,UPI,RUPAY,SBI,5819.17,INR,2026-02-01T09:21:16,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE915808
TXN2026M0005795,ORDM0005795,MRC36773,TID21977,ONLINE,UPI,VISA,KOTAK,17669.08,INR,2026-02-03T23:19:06,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE352795
TXN2026M0005796,ORDM0005796,MRC23333,TID53033,POS,UPI,,KOTAK,18001.14,INR,2026-02-02T16:32:21,SUCCESS,FAILED,SUCCESS,FAILED,LEDGER,DB_DEADLOCK,Ledger DB deadlock during write,0,TRACE173278
TXN2026M0005797,ORDM0005797,MRC39430,TID53552,ONLINE,UPI,RUPAY,SBI,17169.35,INR,2026-02-04T13:06:40,SUCCESS,SUCCESS,FAILED,FAILED,BANK_FILE,BANK_FILE_REJECTED,Issuer bank rejected settlement file,2,TRACE198711
TXN2026M0005798,ORDM0005798,MRC50815,TID41355,ONLINE,UPI,VISA,KOTAK,11622.53,INR,2026-02-01T18:33:39,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE846358
TXN2026M0005799,ORDM0005799,MRC17473,TID35002,POS,CARD,,HDFC,4657.13,INR,2026-02-03T03:17:20,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE240102
TXN2026M0005800,ORDM0005800,MRC45330,TID87324,POS,UPI,VISA,ICICI,15137.62,INR,2026-02-03T14:29:38,SUCCESS,SUCCESS,SUCCESS,FAILED,POST_AUTH,WEBHOOK_MISSED,Merchant webhook acknowledgement missing,0,TRACE401336
TXN2026M0005801,ORDM0005801,MRC39075,TID47991,ONLINE,CARD,,AXIS,13184.06,INR,2026-02-01T12:12:23,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE389732
TXN2026M0005802,ORDM0005802,MRC65987,TID37831,POS,CARD,VISA,HDFC,2631.5,INR,2026-02-02T22:12:51,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE995841
TXN2026M0005803,ORDM0005803,MRC64900,TID82040,ONLINE,CARD,,AXIS,2048.15,INR,2026-02-04T07:28:11,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE627462
TXN2026M0005804,ORDM0005804,MRC93257,TID64108,ONLINE,CARD,VISA,KOTAK,13741.64,INR,2026-02-04T15:34:57,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE627466
TXN2026M0005805,ORDM0005805,MRC23709,TID53930,POS,CARD,,ICICI,7388.18,INR,2026-02-03T19:31:37,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE393124
TXN2026M0005806,ORDM0005806,MRC43224,TID46087,POS,UPI,RUPAY,SBI,5587.61,INR,2026-02-01T12:43:19,SUCCESS,FAILED,SUCCESS,FAILED,LEDGER,LEDGER_CREDIT_MISSING,Credit entry missing after debit,1,TRACE849338
TXN2026M0005807,ORDM0005807,MRC70670,TID47818,ONLINE,WALLET,,AXIS,2961.03,INR,2026-02-04T12:33:00,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE255911
TXN2026M0005808,ORDM0005808,MRC93082,TID47064,POS,WALLET,MASTERCARD,HDFC,12245.86,INR,2026-02-01T13:37:56,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE650995
TXN2026M0005809,ORDM0005809,MRC19569,TID21656,ONLINE,UPI,MASTERCARD,KOTAK,9503.89,INR,2026-02-04T01:26:10,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE261341
TXN2026M0005810,ORDM0005810,MRC20946,TID92127,ONLINE,UPI,RUPAY,AXIS,17629.02,INR,2026-02-04T01:23:43,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE932803
TXN2026M0005811,ORDM0005811,MRC85505,TID94256,POS,CARD,,HDFC,16653.19,INR,2026-02-04T04:48:32,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE243095
TXN2026M0005812,ORDM0005812,MRC56443,TID66661,ONLINE,WALLET,VISA,HDFC,2289.44,INR,2026-02-01T10:29:39,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE416413
TXN2026M0005813,ORDM0005813,MRC90261,TID55541,ONLINE,WALLET,MASTERCARD,HDFC,15488.91,INR,2026-02-03T16:06:40,SUCCESS,FAILED,SUCCESS,FAILED,LEDGER,DB_DEADLOCK,Ledger DB deadlock during write,0,TRACE687967
TXN2026M0005814,ORDM0005814,MRC65985,TID40287,ONLINE,WALLET,VISA,ICICI,3616.38,INR,2026-02-01T21:50:43,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE740741
TXN2026M0005815,ORDM0005815,MRC61605,TID11540,ONLINE,CARD,RUPAY,HDFC,4585.99,INR,2026-02-03T14:23:34,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE274515
TXN2026M0005816,ORDM0005816,MRC63955,TID36367,POS,UPI,RUPAY,HDFC,9847.04,INR,2026-02-02T21:03:05,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE422496
TXN2026M0005817,ORDM0005817,MRC55373,TID31687,ONLINE,WALLET,MASTERCARD,SBI,19797.5,INR,2026-02-04T18:30:11,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE289726
TXN2026M0005818,ORDM0005818,MRC65544,TID86699,ONLINE,CARD,MASTERCARD,SBI,6289.53,INR,2026-02-02T14:45:19,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE615600
TXN2026M0005819,ORDM0005819,MRC34134,TID32280,POS,WALLET,VISA,KOTAK,5546.3,INR,2026-02-02T01:46:38,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE196716
TXN2026M0005820,ORDM0005820,MRC69067,TID16496,ONLINE,CARD,MASTERCARD,SBI,5326.6,INR,2026-02-04T10:44:13,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE834485
TXN2026M0005821,ORDM0005821,MRC32358,TID30442,ONLINE,WALLET,MASTERCARD,SBI,10552.84,INR,2026-02-04T18:44:50,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE603473
TXN2026M0005822,ORDM0005822,MRC76498,TID91251,POS,WALLET,MASTERCARD,HDFC,6779.02,INR,2026-02-02T05:07:43,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE688643
TXN2026M0005823,ORDM0005823,MRC37680,TID98438,POS,CARD,,AXIS,14102.28,INR,2026-02-04T03:00:30,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE706942
TXN2026M0005824,ORDM0005824,MRC14005,TID15840,ONLINE,CARD,VISA,AXIS,11225.34,INR,2026-02-02T10:22:36,SUCCESS,FAILED,SUCCESS,FAILED,LEDGER,DB_DEADLOCK,Ledger DB deadlock during write,1,TRACE559634
TXN2026M0005825,ORDM0005825,MRC89857,TID66218,POS,UPI,VISA,ICICI,13954.61,INR,2026-02-02T06:32:28,SUCCESS,FAILED,SUCCESS,FAILED,LEDGER,LEDGER_CREDIT_MISSING,Credit entry missing after debit,0,TRACE420484
TXN2026M0005826,ORDM0005826,MRC52595,TID28249,POS,WALLET,,AXIS,2915.6,INR,2026-02-02T09:23:47,SUCCESS,SUCCESS,SUCCESS,FAILED,POST_AUTH,WEBHOOK_MISSED,Merchant webhook acknowledgement missing,2,TRACE823668
TXN2026M0005827,ORDM0005827,MRC42520,TID88429,POS,CARD,VISA,ICICI,13593.87,INR,2026-02-01T22:12:49,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE358547
TXN2026M0005828,ORDM0005828,MRC49845,TID68825,ONLINE,UPI,RUPAY,SBI,9288.37,INR,2026-02-01T20:03:03,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE163784
TXN2026M0005829,ORDM0005829,MRC43009,TID69503,POS,WALLET,RUPAY,AXIS,16737.38,INR,2026-02-02T09:50:49,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE366477
TXN2026M0005830,ORDM0005830,MRC32370,TID44244,POS,WALLET,,KOTAK,14188.57,INR,2026-02-03T12:45:10,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE663319
TXN2026M0005831,ORDM0005831,MRC17159,TID35826,POS,UPI,MASTERCARD,HDFC,7790.14,INR,2026-02-03T13:08:26,SUCCESS,FAILED,SUCCESS,FAILED,LEDGER,DB_DEADLOCK,Ledger DB deadlock during write,0,TRACE499291
TXN2026M0005832,ORDM0005832,MRC12994,TID69768,POS,WALLET,MASTERCARD,KOTAK,5327.23,INR,2026-02-03T19:22:03,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE883441
TXN2026M0005833,ORDM0005833,MRC54337,TID28524,ONLINE,CARD,VISA,HDFC,8639.33,INR,2026-02-02T21:45:16,SUCCESS,FAILED,SUCCESS,FAILED,LEDGER,DB_DEADLOCK,Ledger DB deadlock during write,2,TRACE607385
TXN2026M0005834,ORDM0005834,MRC95646,TID42563,ONLINE,UPI,VISA,SBI,19049.21,INR,2026-02-01T13:30:06,SUCCESS,SUCCESS,FAILED,FAILED,SETTLEMENT,SETTLEMENT_NOT_TRIGGERED,Settlement engine did not pick transaction,1,TRACE521150
TXN2026M0005835,ORDM0005835,MRC31250,TID37484,POS,UPI,VISA,HDFC,234.54,INR,2026-02-03T10:25:03,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE502178
TXN2026M0005836,ORDM0005836,MRC63509,TID22395,POS,UPI,RUPAY,AXIS,10484.14,INR,2026-02-01T18:46:27,SUCCESS,SUCCESS,FAILED,FAILED,SETTLEMENT,SETTLEMENT_NOT_TRIGGERED,Settlement engine did not pick transaction,2,TRACE390430
TXN2026M0005837,ORDM0005837,MRC74231,TID44779,POS,WALLET,VISA,HDFC,19517.87,INR,2026-02-04T03:40:59,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE867971
TXN2026M0005838,ORDM0005838,MRC40053,TID39103,POS,UPI,,SBI,16556.81,INR,2026-02-04T20:08:35,SUCCESS,SUCCESS,FAILED,FAILED,SETTLEMENT,SETTLEMENT_NOT_TRIGGERED,Settlement engine did not pick transaction,0,TRACE514827
TXN2026M0005839,ORDM0005839,MRC30030,TID52654,POS,WALLET,VISA,SBI,11893.15,INR,2026-02-04T11:16:25,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE473362
TXN2026M0005840,ORDM0005840,MRC12576,TID14063,ONLINE,WALLET,RUPAY,KOTAK,6246.25,INR,2026-02-04T19:41:14,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE996606
TXN2026M0005841,ORDM0005841,MRC51771,TID29186,ONLINE,UPI,,ICICI,5986.04,INR,2026-02-04T18:49:00,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE481765
TXN2026M0005842,ORDM0005842,MRC78741,TID45962,POS,CARD,VISA,KOTAK,18343.04,INR,2026-02-04T14:20:17,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE120324
TXN2026M0005843,ORDM0005843,MRC79863,TID20820,POS,CARD,RUPAY,KOTAK,8770.86,INR,2026-02-03T16:46:58,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE630031
TXN2026M0005844,ORDM0005844,MRC66764,TID80946,ONLINE,WALLET,VISA,HDFC,9852.27,INR,2026-02-02T04:20:20,FAILED,SUCCESS,SUCCESS,FAILED,AUTH,ISSUER_TIMEOUT,Issuer did not respond within SLA,1,TRACE884459
TXN2026M0005845,ORDM0005845,MRC60551,TID63589,POS,WALLET,,KOTAK,5303.41,INR,2026-02-04T09:32:55,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE336740
TXN2026M0005846,ORDM0005846,MRC55289,TID30635,POS,CARD,MASTERCARD,AXIS,13599.35,INR,2026-02-02T09:45:27,SUCCESS,FAILED,SUCCESS,FAILED,LEDGER,LEDGER_CREDIT_MISSING,Credit entry missing after debit,1,TRACE373890
TXN2026M0005847,ORDM0005847,MRC31679,TID12117,POS,UPI,MASTERCARD,HDFC,262.43,INR,2026-02-02T01:57:29,SUCCESS,SUCCESS,FAILED,FAILED,SETTLEMENT,SETTLEMENT_NOT_TRIGGERED,Settlement engine did not pick transaction,1,TRACE351303
TXN2026M0005848,ORDM0005848,MRC35400,TID13670,POS,WALLET,VISA,AXIS,15265.29,INR,2026-02-02T18:45:21,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE833601
TXN2026M0005849,ORDM0005849,MRC79843,TID23319,ONLINE,CARD,RUPAY,AXIS,12184.0,INR,2026-02-03T22:33:40,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE763698
TXN2026M0005850,ORDM0005850,MRC81583,TID13492,POS,CARD,VISA,ICICI,8661.36,INR,2026-02-03T16:54:41,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE389564
TXN2026M0005851,ORDM0005851,MRC65354,TID23761,POS,WALLET,RUPAY,SBI,11561.25,INR,2026-02-02T19:46:32,SUCCESS,SUCCESS,FAILED,FAILED,BANK_FILE,BANK_FILE_REJECTED,Issuer bank rejected settlement file,1,TRACE951093
TXN2026M0005852,ORDM0005852,MRC90271,TID57552,POS,UPI,VISA,AXIS,17894.37,INR,2026-02-04T14:45:50,SUCCESS,SUCCESS,FAILED,FAILED,BANK_FILE,BANK_FILE_REJECTED,Issuer bank rejected settlement file,2,TRACE634063
TXN2026M0005853,ORDM0005853,MRC95019,TID29977,ONLINE,WALLET,VISA,ICICI,7981.88,INR,2026-02-01T22:45:42,SUCCESS,FAILED,SUCCESS,FAILED,LEDGER,DB_DEADLOCK,Ledger DB deadlock during write,1,TRACE430477
TXN2026M0005854,ORDM0005854,MRC32674,TID72160,POS,UPI,MASTERCARD,SBI,3901.23,INR,2026-02-03T10:19:53,SUCCESS,SUCCESS,FAILED,FAILED,SETTLEMENT,SETTLEMENT_NOT_TRIGGERED,Settlement engine did not pick transaction,0,TRACE549210
TXN2026M0005855,ORDM0005855,MRC26891,TID69720,POS,CARD,MASTERCARD,KOTAK,10411.48,INR,2026-02-03T07:59:31,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE826356
TXN2026M0005856,ORDM0005856,MRC64204,TID77099,ONLINE,WALLET,,AXIS,18033.22,INR,2026-02-02T06:03:17,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,0,TRACE979527
TXN2026M0005857,ORDM0005857,MRC63426,TID23008,POS,CARD,RUPAY,SBI,19246.34,INR,2026-02-01T17:13:58,SUCCESS,SUCCESS,FAILED,FAILED,SETTLEMENT,SETTLEMENT_NOT_TRIGGERED,Settlement engine did not pick transaction,1,TRACE885601
TXN2026M0005858,ORDM0005858,MRC29720,TID29680,ONLINE,UPI,,SBI,363.34,INR,2026-02-01T23:51:39,SUCCESS,SUCCESS,FAILED,FAILED,SETTLEMENT,SETTLEMENT_NOT_TRIGGERED,Settlement engine did not pick transaction,0,TRACE727761
TXN2026M0005859,ORDM0005859,MRC69165,TID81649,POS,WALLET,MASTERCARD,KOTAK,16214.15,INR,2026-02-03T10:12:06,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE901940
TXN2026M0005860,ORDM0005860,MRC16301,TID79026,POS,UPI,,SBI,18459.03,INR,2026-02-03T18:15:30,SUCCESS,SUCCESS,SUCCESS,SETTLED,,,,1,TRACE746262
